,Metro,State,zipcode,City,County
410,Nashville-Davidson--Murfreesboro--Franklin,TN,37167,Smyrna,Rutherford County
411,Chicago-Naperville-Elgin,IL,60085,Waukegan,Lake County
412,Durham-Chapel Hill,NC,27705,Durham,Durham County
413,Charleston-North Charleston,SC,29485,Summerville,Dorchester County
414,Spokane-Spokane Valley,WA,99208,Spokane,Spokane County
415,Orlando-Kissimmee-Sanford,FL,32792,Winter Park,Orange County
416,Montgomery,AL,36117,Montgomery,Montgomery County
417,Seattle-Tacoma-Bellevue,WA,98122,Seattle,King County
418,Columbus,GA,31907,Columbus,Muscogee County
419,Washington-Arlington-Alexandria,DC,20020,Washington,District of Columbia
420,Austin-Round Rock,TX,78758,Austin,Travis County
421,Gainesville,FL,32608,Gainesville,Alachua County
422,Lansing-East Lansing,MI,48823,East Lansing,Ingham County
423,Baton Rouge,LA,70726,Denham Springs,Livingston Parish
424,Los Angeles-Long Beach-Anaheim,CA,90631,La Habra,Orange County
425,Charlotte-Concord-Gastonia,NC,28205,Charlotte,Mecklenburg County
426,Los Angeles-Long Beach-Anaheim,CA,92647,Huntington Beach,Orange County
427,St. Louis,MO,63021,Ballwin,Saint Louis County
428,York-Hanover,PA,17331,Penn,York County
429,Orlando-Kissimmee-Sanford,FL,32765,Oviedo,Seminole County
430,Tampa-St. Petersburg-Clearwater,FL,33511,Brandon,Hillsborough County
431,San Francisco-Oakland-Hayward,CA,94513,Brentwood,Contra Costa County
432,Baltimore-Columbia-Towson,MD,21224,Baltimore,Baltimore City
433,Houston-The Woodlands-Sugar Land,TX,77083,Houston,Harris County
434,Phoenix-Mesa-Scottsdale,AZ,85345,Peoria,Maricopa County
435,Portland-Vancouver-Hillsboro,OR,97045,Oregon City,Clackamas County
436,Austin-Round Rock,TX,78741,Austin,Travis County
437,Clarksville,TN,37040,Clarksville,Montgomery County
438,San Antonio-New Braunfels,TX,78251,San Antonio,Bexar County
439,Pittsburgh,PA,15301,Washington,Washington County
440,North Port-Sarasota-Bradenton,FL,34293,Venice,Sarasota County
441,Dallas-Fort Worth-Arlington,TX,75211,Dallas,Dallas County
442,Atlanta-Sandy Springs-Roswell,GA,30263,Newnan,Coweta County
443,Charlotte-Concord-Gastonia,NC,28215,Charlotte,Mecklenburg County
444,San Diego-Carlsbad,CA,92154,San Diego,San Diego County
445,San Diego-Carlsbad,CA,92104,San Diego,San Diego County
446,Chicago-Naperville-Elgin,IL,60637,Chicago,Cook County
447,Albuquerque,NM,87124,Rio Rancho,Sandoval County
448,Chattanooga,TN,37421,Chattanooga,Hamilton County
449,Washington-Arlington-Alexandria,MD,20852,North Bethesda,Montgomery County
450,New Haven-Milford,CT,6516,West Haven,New Haven County
451,St. Louis,MO,63129,Oakville,Saint Louis County
452,San Diego-Carlsbad,CA,92115,San Diego,San Diego County
453,Phoenix-Mesa-Scottsdale,AZ,85204,Mesa,Maricopa County
454,Las Vegas-Henderson-Paradise,NV,89110,Las Vegas,Clark County
455,Boston-Cambridge-Newton,MA,1960,Peabody,Essex County
456,Atlanta-Sandy Springs-Roswell,GA,30066,Marietta,Cobb County
457,New York-Newark-Jersey City,NY,11368,New York,Queens County
458,New York-Newark-Jersey City,NY,11203,New York,Kings County
459,Modesto,CA,95355,Modesto,Stanislaus County
460,Sacramento--Roseville--Arden-Arcade,CA,95670,Rancho Cordova,Sacramento County
461,Myrtle Beach-Conway-North Myrtle Beach,SC,29579,Forestbrook,Horry County
462,Raleigh,NC,27519,Cary,Wake County
463,Nashville-Davidson--Murfreesboro--Franklin,TN,37129,Murfreesboro,Rutherford County
464,Twin Falls,ID,83301,Twin Falls,Twin Falls County
465,Tulsa,OK,74133,Tulsa,Tulsa County
466,San Francisco-Oakland-Hayward,CA,94587,Union City,Alameda County
467,Los Angeles-Long Beach-Anaheim,CA,92646,Huntington Beach,Orange County
468,Miami-Fort Lauderdale-West Palm Beach,FL,33458,Jupiter,Palm Beach County
469,Baltimore-Columbia-Towson,MD,21061,Glen Burnie,Anne Arundel County
470,Kalispell,MT,59901,Kalispell,Flathead County
471,Minneapolis-St. Paul-Bloomington,MN,55124,Apple Valley,Dakota County
472,Nashville-Davidson--Murfreesboro--Franklin,TN,37027,Brentwood,Williamson County
473,Houston-The Woodlands-Sugar Land,TX,77346,Atascocita,Harris County
474,Eugene,OR,97401,Eugene,Lane County
475,Longview,WA,98632,Longview,Cowlitz County
476,Los Angeles-Long Beach-Anaheim,CA,92620,Irvine,Orange County
477,Chicago-Naperville-Elgin,IL,60608,Chicago,Cook County
478,Las Vegas-Henderson-Paradise,NV,89148,Las Vegas,Clark County
479,Elizabethtown-Fort Knox,KY,42701,Elizabethtown,Hardin County
480,San Antonio-New Braunfels,TX,78254,San Antonio,Bexar County
481,Chicago-Naperville-Elgin,IL,60148,Lombard,DuPage County
482,Urban Honolulu,HI,96706,Ewa Beach,Honolulu County
483,Las Vegas-Henderson-Paradise,NV,89074,Henderson,Clark County
484,Riverside-San Bernardino-Ontario,CA,92376,Rialto,San Bernardino County
485,New York-Newark-Jersey City,NY,11216,New York,Kings County
486,Houston-The Woodlands-Sugar Land,TX,77375,Tomball,Harris County
487,Charlotte-Concord-Gastonia,NC,28227,Mint Hill,Mecklenburg County
488,Philadelphia-Camden-Wilmington,PA,19067,Lower Makefield,Bucks County
489,Dallas-Fort Worth-Arlington,TX,76179,Fort Worth,Tarrant County
490,Jackson,TN,38305,Jackson,Madison County
491,Austin-Round Rock,TX,78748,Austin,Travis County
492,Virginia Beach-Norfolk-Newport News,VA,23322,Chesapeake,Chesapeake City
493,Cincinnati,OH,45044,Middletown,Butler County
494,San Jose-Sunnyvale-Santa Clara,CA,95014,Cupertino,Santa Clara County
495,Columbus,OH,43229,Columbus,Franklin County
496,Charlotte-Concord-Gastonia,NC,28210,Charlotte,Mecklenburg County
497,Atlanta-Sandy Springs-Roswell,GA,30058,Lithonia,Dekalb County
498,Miami-Fort Lauderdale-West Palm Beach,FL,33414,Wellington,Palm Beach County
499,El Paso,TX,79924,El Paso,El Paso County
500,Austin-Round Rock,TX,78664,Round Rock,Williamson County
501,Cincinnati,OH,45013,Hamilton,Butler County
502,Salina,KS,67401,Salina,Saline County
503,New Orleans-Metairie,LA,70072,Marrero,Jefferson Parish
504,Phoenix-Mesa-Scottsdale,AZ,85008,Phoenix,Maricopa County
505,San Diego-Carlsbad,CA,92105,San Diego,San Diego County
506,Atlanta-Sandy Springs-Roswell,GA,30101,Acworth,Cobb County
507,Louisville/Jefferson County,IN,47150,New Albany,Floyd County
508,Las Vegas-Henderson-Paradise,NV,89103,Las Vegas,Clark County
509,San Francisco-Oakland-Hayward,CA,94080,South San Francisco,San Mateo County
510,Miami-Fort Lauderdale-West Palm Beach,FL,33433,Boca Raton,Palm Beach County
511,Albany-Schenectady-Troy,NY,12180,Troy,Rensselaer County
512,Buffalo-Cheektowaga-Niagara Falls,NY,14094,Lockport,Niagara County
513,Orlando-Kissimmee-Sanford,FL,32825,Orlando,Orange County
514,Cincinnati,KY,41042,Florence,Boone County
515,San Diego-Carlsbad,CA,92122,San Diego,San Diego County
516,Washington-Arlington-Alexandria,MD,20910,Silver Spring,Montgomery County
517,Greensboro-High Point,NC,27265,High Point,Guilford County
518,Dallas-Fort Worth-Arlington,TX,75070,McKinney,Collin County
519,Madison,WI,53704,Madison,Dane County
520,Virginia Beach-Norfolk-Newport News,VA,23455,Virginia Beach,Virginia Beach City
521,Austin-Round Rock,TX,78753,Austin,Travis County
522,Boise City,ID,83646,Meridian,Ada County
523,Atlanta-Sandy Springs-Roswell,GA,30047,Lilburn,Gwinnett County
524,Seattle-Tacoma-Bellevue,WA,98208,Seattle Hill-Silver Firs,Snohomish County
525,Ogden-Clearfield,UT,84404,Ogden,Weber County
526,Tallahassee,FL,32303,Tallahassee,Leon County
527,Miami-Fort Lauderdale-West Palm Beach,FL,33015,Country Club,Miami-Dade County
528,Los Angeles-Long Beach-Anaheim,CA,92648,Huntington Beach,Orange County
529,San Jose-Sunnyvale-Santa Clara,CA,95112,San Jose,Santa Clara County
530,Flint,MI,48439,Grand Blanc,Genesee County
531,New York-Newark-Jersey City,NJ,8759,Manchester,Ocean County
532,Sacramento--Roseville--Arden-Arcade,CA,95648,Lincoln,Placer County
533,Madison,WI,53711,Madison,Dane County
534,San Francisco-Oakland-Hayward,CA,94112,San Francisco,San Francisco County
535,Houston-The Woodlands-Sugar Land,TX,77070,Houston,Harris County
536,Starkville,MS,39759,Starkville,Oktibbeha County
537,New York-Newark-Jersey City,NJ,7047,North Bergen,Hudson County
538,Phoenix-Mesa-Scottsdale,AZ,85383,Peoria,Maricopa County
539,Austin-Round Rock,TX,78759,Austin,Travis County
540,Miami-Fort Lauderdale-West Palm Beach,FL,33463,Greenacres,Palm Beach County
541,New York-Newark-Jersey City,NY,10014,New York,New York County
542,Philadelphia-Camden-Wilmington,PA,19148,Philadelphia,Philadelphia County
543,San Diego-Carlsbad,CA,92130,San Diego,San Diego County
544,New York-Newark-Jersey City,NJ,7305,Jersey City,Hudson County
545,Los Angeles-Long Beach-Anaheim,CA,90640,Montebello,Los Angeles County
546,Orlando-Kissimmee-Sanford,FL,32771,Sanford,Seminole County
547,Greensboro-High Point,NC,27407,Greensboro,Guilford County
548,San Jose-Sunnyvale-Santa Clara,CA,94087,Sunnyvale,Santa Clara County
549,Boston-Cambridge-Newton,MA,2135,Boston,Suffolk County
550,Philadelphia-Camden-Wilmington,PA,19131,Philadelphia,Philadelphia County
551,Washington-Arlington-Alexandria,MD,20904,Silver Spring,Montgomery County
552,Houston-The Woodlands-Sugar Land,TX,77373,Spring,Harris County
553,Miami-Fort Lauderdale-West Palm Beach,FL,33141,Miami Beach,Miami-Dade County
554,Miami-Fort Lauderdale-West Palm Beach,FL,33436,Boynton Beach,Palm Beach County
555,Oklahoma City,OK,73013,Edmond,Oklahoma County
556,Pittsfield,MA,1201,Pittsfield,Berkshire County
557,Dallas-Fort Worth-Arlington,TX,75098,Wylie,Collin County
558,Dallas-Fort Worth-Arlington,TX,75204,Dallas,Dallas County
559,Boston-Cambridge-Newton,MA,2151,Revere,Suffolk County
560,New York-Newark-Jersey City,NJ,8873,Franklin,Somerset County
561,Portland-Vancouver-Hillsboro,OR,97124,Hillsboro,Washington County
562,Washington-Arlington-Alexandria,VA,22407,Fredericksburg,Spotsylvania County
563,New Haven-Milford,CT,6511,New Haven,New Haven County
564,Phoenix-Mesa-Scottsdale,AZ,85255,Scottsdale,Maricopa County
565,San Jose-Sunnyvale-Santa Clara,CA,95125,San Jose,Santa Clara County
566,La Crosse-Onalaska,WI,54601,La Crosse,La Crosse County
567,Los Angeles-Long Beach-Anaheim,CA,90036,Los Angeles,Los Angeles County
568,Riverside-San Bernardino-Ontario,CA,92563,Murrieta,Riverside County
569,Philadelphia-Camden-Wilmington,DE,19702,Newark,New Castle County
570,Atlanta-Sandy Springs-Roswell,GA,30075,Roswell,Fulton County
571,New York-Newark-Jersey City,NY,11354,New York,Queens County
572,Seattle-Tacoma-Bellevue,WA,98034,Kirkland,King County
573,San Antonio-New Braunfels,TX,78209,San Antonio,Bexar County
574,Cincinnati,OH,45140,Loveland,Clermont County
575,Miami-Fort Lauderdale-West Palm Beach,FL,33021,Hollywood,Broward County
576,Denver-Aurora-Lakewood,CO,80016,Aurora,Arapahoe County
577,Urban Honolulu,HI,96815,Honolulu,Honolulu County
578,Las Vegas-Henderson-Paradise,NV,89147,Las Vegas,Clark County
579,San Antonio-New Braunfels,TX,78253,San Antonio,Bexar County
580,Myrtle Beach-Conway-North Myrtle Beach,SC,29588,Socastee,Horry County
581,Billings,MT,59102,Billings,Yellowstone County
582,Miami-Fort Lauderdale-West Palm Beach,FL,33324,Plantation,Broward County
583,Riverside-San Bernardino-Ontario,CA,92562,Murrieta,Riverside County
584,Providence-Warwick,MA,2780,Taunton,Bristol County
585,St. Louis,MO,63301,Saint Charles,Saint Charles County
586,Lubbock,TX,79424,Lubbock,Lubbock County
587,Washington-Arlington-Alexandria,VA,22192,Woodbridge,Prince William County
588,Charleston-North Charleston,SC,29483,Summerville,Dorchester County
589,Tampa-St. Petersburg-Clearwater,FL,34668,Port Richey,Pasco County
590,Dallas-Fort Worth-Arlington,TX,76137,Fort Worth,Tarrant County
591,Washington-Arlington-Alexandria,VA,22201,Arlington,Arlington County
592,Atlanta-Sandy Springs-Roswell,GA,30067,Marietta,Cobb County
593,San Diego-Carlsbad,CA,92117,San Diego,San Diego County
594,Chicago-Naperville-Elgin,IL,60004,Arlington Heights,Cook County
595,Phoenix-Mesa-Scottsdale,AZ,85201,Mesa,Maricopa County
596,New York-Newark-Jersey City,NY,11746,Huntington,Suffolk County
597,Lancaster,PA,17601,Manheim,Lancaster County
598,Charlotte-Concord-Gastonia,NC,28025,Concord,Cabarrus County
599,Boise City,ID,83709,Boise,Ada County
600,New York-Newark-Jersey City,NJ,8527,Jackson,Ocean County
601,Denver-Aurora-Lakewood,CO,80219,Denver,Denver County
602,Detroit-Warren-Dearborn,MI,48066,Roseville,Macomb County
603,Philadelphia-Camden-Wilmington,DE,19711,Newark,New Castle County
604,San Diego-Carlsbad,CA,92128,San Diego,San Diego County
605,Memphis,MS,38654,Olive Branch,DeSoto County
606,New York-Newark-Jersey City,NJ,7728,Freehold,Monmouth County
607,Los Angeles-Long Beach-Anaheim,CA,91801,Alhambra,Los Angeles County
608,San Jose-Sunnyvale-Santa Clara,CA,94086,Sunnyvale,Santa Clara County
609,Vallejo-Fairfield,CA,94591,Vallejo,Solano County
610,Philadelphia-Camden-Wilmington,PA,19380,West Chester,Chester County
611,Los Angeles-Long Beach-Anaheim,CA,91331,Los Angeles,Los Angeles County
612,Augusta-Richmond County,GA,30907,Martinez,Columbia County
613,Atlanta-Sandy Springs-Roswell,GA,30144,Kennesaw,Cobb County
614,Cincinnati,OH,45040,Mason,Warren County
615,Little Rock-North Little Rock-Conway,AR,72034,Conway,Faulkner County
616,New Orleans-Metairie,LA,70065,Kenner,Jefferson Parish
617,Virginia Beach-Norfolk-Newport News,VA,23456,Virginia Beach,Virginia Beach City
618,Dallas-Fort Worth-Arlington,TX,76051,Grapevine,Tarrant County
619,Miami-Fort Lauderdale-West Palm Beach,FL,33023,Miramar,Broward County
620,San Antonio-New Braunfels,TX,78223,San Antonio,Bexar County
621,Dayton,OH,45424,Huber Heights,Montgomery County
622,Winston-Salem,NC,27106,Winston-Salem,Forsyth County
623,Los Angeles-Long Beach-Anaheim,CA,90042,Los Angeles,Los Angeles County
624,Blacksburg-Christiansburg-Radford,VA,24060,Blacksburg,Montgomery County
625,Tampa-St. Petersburg-Clearwater,FL,33578,Riverview,Hillsborough County
626,Richmond,VA,23112,Midlothian,Chesterfield County
627,San Diego-Carlsbad,CA,92020,El Cajon,San Diego County
628,San Francisco-Oakland-Hayward,CA,94553,Martinez,Contra Costa County
629,Medford,OR,97504,Medford,Jackson County
630,Raleigh,NC,27603,Raleigh,Wake County
631,Deltona-Daytona Beach-Ormond Beach,FL,32137,Palm Coast,Flagler County
632,Brownsville-Harlingen,TX,78520,Brownsville,Cameron County
633,Columbia,SC,29229,Columbia,Richland County
634,Orlando-Kissimmee-Sanford,FL,34748,Leesburg,Lake County
635,New York-Newark-Jersey City,NY,10466,New York,Bronx County
636,Raleigh,NC,27529,Garner,Wake County
637,Riverside-San Bernardino-Ontario,CA,92882,Corona,Riverside County
638,San Francisco-Oakland-Hayward,CA,94015,Daly City,San Mateo County
639,Riverside-San Bernardino-Ontario,CA,92399,Yucaipa,San Bernardino County
640,Phoenix-Mesa-Scottsdale,AZ,85351,Sun City,Maricopa County
641,Bellingham,WA,98225,Bellingham,Whatcom County
642,New York-Newark-Jersey City,NJ,7055,Passaic,Passaic County
643,Portland-Vancouver-Hillsboro,OR,97206,Portland,Multnomah County
644,Ogden-Clearfield,UT,84015,Clearfield,Davis County
645,Dallas-Fort Worth-Arlington,TX,75115,Desoto,Dallas County
646,Tampa-St. Petersburg-Clearwater,FL,34698,Dunedin,Pinellas County
647,Baltimore-Columbia-Towson,MD,21218,Baltimore,Baltimore City
648,Columbia,MO,65202,Columbia,Boone County
649,Riverside-San Bernardino-Ontario,CA,92201,Indio,Riverside County
650,Seattle-Tacoma-Bellevue,WA,98109,Seattle,King County
651,Miami-Fort Lauderdale-West Palm Beach,FL,33308,Fort Lauderdale,Broward County
652,Miami-Fort Lauderdale-West Palm Beach,FL,33312,Fort Lauderdale,Broward County
653,Chicago-Naperville-Elgin,IL,60402,Berwyn,Cook County
654,New York-Newark-Jersey City,NY,11374,New York,Queens County
655,Atlanta-Sandy Springs-Roswell,GA,30114,Canton,Cherokee County
656,San Antonio-New Braunfels,TX,78228,San Antonio,Bexar County
657,New York-Newark-Jersey City,NJ,7003,Bloomfield,Essex County
658,Washington-Arlington-Alexandria,VA,22030,Fairfax,Fairfax County
659,Dallas-Fort Worth-Arlington,TX,75093,Plano,Collin County
660,Chicago-Naperville-Elgin,IL,60638,Chicago,Cook County
661,Bakersfield,CA,93308,Oildale,Kern County
662,Miami-Fort Lauderdale-West Palm Beach,FL,33437,Boynton Beach,Palm Beach County
663,Kennewick-Richland,WA,99336,Kennewick,Benton County
664,Memphis,TN,38016,Memphis,Shelby County
665,Philadelphia-Camden-Wilmington,PA,19382,West Chester,Chester County
666,Washington-Arlington-Alexandria,MD,20850,Rockville,Montgomery County
667,New York-Newark-Jersey City,NY,10036,New York,New York County
668,Fort Collins,CO,80538,Loveland,Larimer County
669,Canton-Massillon,OH,44646,Massillon,Stark County
670,Mobile,AL,36695,Mobile,Mobile County
671,Amarillo,TX,79109,Amarillo,Potter County
672,Miami-Fort Lauderdale-West Palm Beach,FL,33178,Doral,Miami-Dade County
673,Eugene,OR,97405,Eugene,Lane County
674,St. Louis,MO,63366,O Fallon,Saint Charles County
675,Laredo,TX,78045,Laredo,Webb County
676,Dallas-Fort Worth-Arlington,TX,75071,McKinney,Collin County
677,San Jose-Sunnyvale-Santa Clara,CA,95008,Campbell,Santa Clara County
678,San Diego-Carlsbad,CA,92056,Oceanside,San Diego County
679,Milwaukee-Waukesha-West Allis,WI,53209,Milwaukee,Milwaukee County
680,Port St. Lucie,FL,34997,Stuart,Martin County
681,San Antonio-New Braunfels,TX,78230,San Antonio,Bexar County
682,Jacksonville,NC,28546,Jacksonville,Onslow County
683,Hickory-Lenoir-Morganton,NC,28645,Lenoir,Caldwell County
684,Modesto,CA,95350,Modesto,Stanislaus County
685,New York-Newark-Jersey City,NJ,7306,Jersey City,Hudson County
686,Los Angeles-Long Beach-Anaheim,CA,92704,Santa Ana,Orange County
687,Phoenix-Mesa-Scottsdale,AZ,85326,Buckeye,Maricopa County
688,Dallas-Fort Worth-Arlington,TX,75068,Little Elm,Denton County
689,Dallas-Fort Worth-Arlington,TX,75007,Carrollton,Denton County
690,Philadelphia-Camden-Wilmington,NJ,8021,Lindenwold,Camden County
691,Philadelphia-Camden-Wilmington,PA,19145,Philadelphia,Philadelphia County
692,Atlanta-Sandy Springs-Roswell,GA,30319,Brookhaven,Dekalb County
693,San Diego-Carlsbad,CA,92071,Santee,San Diego County
694,Chicago-Naperville-Elgin,IL,60639,Chicago,Cook County
695,Cape Coral-Fort Myers,FL,33914,Cape Coral,Lee County
696,St. Louis,MO,63303,Saint Charles,Saint Charles County
697,Detroit-Warren-Dearborn,MI,48187,Canton,Wayne County
698,Bridgeport-Stamford-Norwalk,CT,6810,Danbury,Fairfield County
699,Gulfport-Biloxi-Pascagoula,MS,39503,Gulfport,Harrison County
700,Mankato-North Mankato,MN,56001,Mankato,Blue Earth County
701,Philadelphia-Camden-Wilmington,PA,19146,Philadelphia,Philadelphia County
